timestamp,device_id,data_age,priority,rssi,channel_occupancy,collision_rate,neighbor_count,success,delay_used,collision_detected
2026-01-01T18:25:00.023467,2,0,2,-48,0.79,0.3,7,0,200,1
2026-01-01T18:25:02.531166,2,0,3,-45,0.79,0.2,7,1,0,0
2026-01-01T18:25:02.587710,1,0,1,-57,0.93,0.4,9,0,500,1
2026-01-01T18:25:05.143734,2,0,2,-46,0.79,0.2,7,1,100,0
2026-01-01T18:25:05.594170,1,0,2,-58,0.93,0.5,9,0,500,1
2026-01-01T18:25:07.752468,2,0,2,-45,0.79,0.2,7,1,100,0
2026-01-01T18:25:08.302799,1,0,2,-52,0.93,0.4,9,0,200,1
2026-01-01T18:25:10.360573,2,0,2,-45,0.79,0.2,7,1,100,0
2026-01-01T18:25:10.907215,1,0,3,-50,0.93,0.4,9,0,100,1
2026-01-01T18:25:12.871070,2,0,3,-44,0.79,0.3,7,1,0,0
2026-01-01T18:25:13.612932,1,0,2,-55,0.93,0.4,9,0,200,1
2026-01-01T18:25:15.581109,2,0,2,-46,0.79,0.4,7,1,200,0
2026-01-01T18:25:16.620487,1,0,2,-60,0.93,0.5,9,0,500,1
2026-01-01T18:25:18.289154,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:25:20.125776,1,0,1,-62,0.93,0.6,9,1,1000,0
2026-01-01T18:25:20.797553,2,0,3,-46,0.79,0.3,7,0,0,1
2026-01-01T18:25:22.833112,1,0,3,-60,0.93,0.7,9,1,200,0
2026-01-01T18:25:23.506348,2,0,2,-44,0.79,0.3,7,0,200,1
2026-01-01T18:25:26.216077,2,0,2,-45,0.79,0.3,7,1,200,0
2026-01-01T18:25:26.342046,1,0,2,-60,0.93,0.7,9,0,1000,1
2026-01-01T18:25:28.926919,2,0,2,-45,0.79,0.3,7,1,200,0
2026-01-01T18:25:29.852734,1,0,1,-59,0.93,0.7,9,0,1000,1
2026-01-01T18:25:31.637706,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:25:33.357205,1,0,1,-59,0.93,0.7,9,1,1000,0
2026-01-01T18:25:34.348735,2,0,2,-45,0.79,0.3,7,0,200,1
2026-01-01T18:25:36.363045,1,0,2,-61,0.93,0.6,9,1,500,0
2026-01-01T18:25:36.859073,2,0,3,-45,0.79,0.3,7,0,0,1
2026-01-01T18:25:39.371274,2,0,3,-45,0.79,0.3,7,1,0,0
2026-01-01T18:25:39.880319,1,0,1,-60,0.93,0.6,9,0,1000,1
2026-01-01T18:25:41.881404,2,0,3,-45,0.79,0.2,7,1,0,0
2026-01-01T18:25:43.379446,1,0,1,-58,0.93,0.7,9,1,1000,0
2026-01-01T18:25:44.490460,2,0,2,-44,0.79,0.2,7,0,100,1
2026-01-01T18:25:46.888075,1,0,2,-52,0.93,0.8,9,1,1000,0
2026-01-01T18:25:47.201390,2,0,1,-46,0.79,0.2,7,0,200,1
2026-01-01T18:25:49.915653,2,0,2,-49,0.79,0.3,7,1,200,0
2026-01-01T18:25:50.397029,1,0,1,-53,0.93,0.7,9,0,1000,1
2026-01-01T18:25:52.624747,2,0,2,-46,0.79,0.4,7,1,200,0
2026-01-01T18:25:53.407184,1,0,2,-62,0.93,0.6,9,0,500,1
2026-01-01T18:25:55.233944,2,0,3,-45,0.79,0.4,7,1,100,0
2026-01-01T18:25:56.415696,1,0,2,-50,0.93,0.6,9,1,500,0
2026-01-01T18:25:58.246300,2,0,1,-46,0.79,0.4,7,1,500,0
2026-01-01T18:25:59.425751,1,0,2,-57,0.93,0.5,9,1,500,0
2026-01-01T18:26:00.860097,2,0,3,-47,0.79,0.5,7,1,100,0
2026-01-01T18:26:02.432312,1,0,1,-55,0.93,0.4,9,1,500,0
2026-01-01T18:26:03.471827,2,0,3,-48,0.79,0.5,7,0,100,1
2026-01-01T18:26:05.442264,1,0,1,-55,0.93,0.4,9,1,500,0
2026-01-01T18:26:06.483410,2,0,1,-48,0.79,0.4,7,0,500,1
2026-01-01T18:26:08.450837,1,0,2,-54,0.93,0.5,9,1,500,0
2026-01-01T18:26:09.093124,2,0,3,-48,0.79,0.4,7,0,100,1
2026-01-01T18:26:11.058543,1,0,3,-54,0.93,0.5,9,1,100,0
2026-01-01T18:26:11.807317,2,0,2,-48,0.79,0.4,7,0,200,1
2026-01-01T18:26:14.067510,1,0,1,-55,0.93,0.4,9,1,500,0
2026-01-01T18:26:14.519445,2,0,2,-47,0.79,0.4,7,0,200,1
2026-01-01T18:26:16.778011,1,0,1,-55,0.93,0.3,9,1,200,0
2026-01-01T18:26:17.228494,2,0,2,-48,0.79,0.3,7,0,200,1
2026-01-01T18:26:19.487517,1,0,2,-55,0.93,0.3,9,1,200,0
2026-01-01T18:26:19.743134,2,0,3,-48,0.79,0.3,7,0,0,1
2026-01-01T18:26:22.195980,1,0,1,-54,0.93,0.3,9,1,200,0
2026-01-01T18:26:22.456027,2,0,2,-48,0.79,0.4,7,0,200,1
2026-01-01T18:26:24.805509,1,0,2,-54,0.93,0.2,9,1,100,0
2026-01-01T18:26:25.465025,2,0,1,-50,0.79,0.5,7,0,500,1
2026-01-01T18:26:27.513413,1,0,1,-55,0.93,0.2,9,1,200,0
2026-01-01T18:26:28.479686,2,0,2,-48,0.79,0.5,7,0,500,1
2026-01-01T18:26:30.122221,1,0,2,-50,0.93,0.2,9,1,100,0
2026-01-01T18:26:31.490647,2,0,1,-46,0.79,0.5,7,1,500,0
2026-01-01T18:26:32.736977,1,0,2,-56,0.93,0.1,9,1,100,0
2026-01-01T18:26:35.003111,2,0,1,-45,0.79,0.6,7,1,1000,0
2026-01-01T18:26:35.343088,1,0,2,-59,0.93,0.0,9,0,100,1
2026-01-01T18:26:38.052501,1,0,1,-59,0.93,0.0,9,1,200,0
2026-01-01T18:26:38.512610,2,0,1,-45,0.79,0.7,7,0,1000,1
2026-01-01T18:26:40.564291,1,0,3,-58,0.93,0.0,9,1,0,0
2026-01-01T18:26:42.023584,2,0,2,-45,0.79,0.8,7,1,1000,0
2026-01-01T18:26:43.073884,1,0,3,-58,0.93,0.0,9,0,0,1
2026-01-01T18:26:44.729262,2,0,3,-46,0.79,0.8,7,1,200,0
2026-01-01T18:26:45.787107,1,0,1,-59,0.93,0.0,9,0,200,1
2026-01-01T18:26:47.441963,2,0,3,-48,0.79,0.9,7,1,200,0
2026-01-01T18:26:48.497024,1,0,1,-55,0.93,0.1,9,0,200,1
2026-01-01T18:26:51.104722,1,0,2,-55,0.93,0.1,9,1,100,0
2026-01-01T18:26:51.954086,2,0,1,-47,0.79,0.9,7,0,2000,1
2026-01-01T18:26:53.613422,1,0,3,-55,0.93,0.1,9,1,0,0
2026-01-01T18:26:54.666009,2,0,3,-47,0.79,0.8,7,0,200,1
2026-01-01T18:26:56.221819,1,0,2,-55,0.93,0.1,9,1,100,0
2026-01-01T18:26:58.180024,2,0,2,-47,0.79,0.7,7,1,1000,0
2026-01-01T18:26:58.735490,1,0,3,-58,0.93,0.1,9,0,0,1
2026-01-01T18:27:01.345811,1,0,2,-56,0.93,0.2,9,1,100,0
2026-01-01T18:27:01.687098,2,0,2,-47,0.79,0.7,7,0,1000,1
2026-01-01T18:27:04.059389,1,0,1,-56,0.93,0.3,9,1,200,0
2026-01-01T18:27:05.198114,2,0,1,-48,0.79,0.6,7,0,1000,1
2026-01-01T18:27:07.076762,1,0,1,-56,0.93,0.4,9,1,500,0
2026-01-01T18:27:08.207109,2,0,2,-47,0.79,0.5,7,0,500,1
2026-01-01T18:27:10.083682,1,0,1,-56,0.93,0.4,9,1,500,0
2026-01-01T18:27:10.919181,2,0,2,-47,0.79,0.4,7,0,200,1
2026-01-01T18:27:12.795163,1,0,2,-55,0.93,0.4,9,1,200,0
2026-01-01T18:27:13.631558,2,0,2,-46,0.79,0.4,7,0,200,1
2026-01-01T18:27:15.506197,1,0,2,-51,0.93,0.3,9,1,200,0
2026-01-01T18:27:16.243656,2,0,3,-48,0.79,0.5,7,0,100,1
2026-01-01T18:27:18.217776,1,0,1,-53,0.93,0.3,9,1,200,0
2026-01-01T18:27:18.856477,2,0,3,-46,0.79,0.4,7,0,100,1
2026-01-01T18:27:20.933503,1,0,2,-50,0.93,0.4,9,1,200,0
2026-01-01T18:27:21.869763,2,0,1,-47,0.79,0.4,7,0,500,1
2026-01-01T18:27:23.940251,1,0,1,-51,0.93,0.4,9,1,500,0
2026-01-01T18:27:24.474772,2,0,3,-48,0.79,0.5,7,0,100,1
2026-01-01T18:27:26.651528,1,0,2,-56,0.93,0.4,9,1,200,0
2026-01-01T18:27:27.986394,2,0,1,-49,0.79,0.6,7,1,1000,0
2026-01-01T18:27:29.364429,1,0,1,-52,0.93,0.3,9,1,200,0
2026-01-01T18:27:31.496698,2,0,1,-49,0.79,0.6,7,1,1000,0
2026-01-01T18:27:32.075223,1,0,1,-54,0.93,0.2,9,0,200,1
2026-01-01T18:27:34.208120,2,0,3,-49,0.79,0.7,7,1,200,0
2026-01-01T18:27:34.684140,1,0,2,-55,0.93,0.1,9,0,100,1
2026-01-01T18:27:36.920175,2,0,3,-48,0.79,0.8,7,1,200,0
2026-01-01T18:27:37.398816,1,0,1,-56,0.93,0.1,9,0,200,1
2026-01-01T18:27:39.903100,1,0,3,-56,0.93,0.1,9,1,0,0
2026-01-01T18:27:41.432728,2,0,1,-49,0.79,0.9,7,1,2000,0
2026-01-01T18:27:42.414767,1,0,3,-55,0.93,0.1,9,0,0,1
2026-01-01T18:27:45.125942,1,0,1,-54,0.93,0.1,9,1,200,0
2026-01-01T18:27:45.944452,2,0,1,-48,0.79,0.9,7,0,2000,1
2026-01-01T18:27:47.837101,1,0,1,-49,0.93,0.0,9,1,200,0
2026-01-01T18:27:49.454896,2,0,2,-48,0.79,0.9,7,1,1000,0
2026-01-01T18:27:50.552374,1,0,1,-50,0.93,0.0,9,0,200,1
2026-01-01T18:27:53.161191,1,0,2,-48,0.93,0.0,9,1,100,0
2026-01-01T18:27:53.968122,2,0,1,-48,0.79,0.9,7,0,2000,1
2026-01-01T18:27:55.773104,1,0,2,-50,0.93,0.1,9,1,100,0
2026-01-01T18:27:57.479218,2,0,2,-48,0.79,0.8,7,1,1000,0
2026-01-01T18:27:58.287694,1,0,3,-49,0.93,0.1,9,0,0,1
2026-01-01T18:28:00.795769,1,0,3,-49,0.93,0.2,9,1,0,0
2026-01-01T18:28:00.990744,2,0,1,-48,0.79,0.7,7,0,1000,1
2026-01-01T18:28:03.312902,1,0,3,-50,0.93,0.2,9,1,0,0
2026-01-01T18:28:03.703337,2,0,3,-48,0.79,0.6,7,0,200,1
2026-01-01T18:28:05.818533,1,0,3,-49,0.93,0.2,9,1,0,0
2026-01-01T18:28:06.714524,2,0,2,-48,0.79,0.5,7,0,500,1
2026-01-01T18:28:08.534281,1,0,1,-49,0.93,0.3,9,1,200,0
2026-01-01T18:28:09.321187,2,0,3,-47,0.79,0.4,7,0,100,1
2026-01-01T18:28:11.243992,1,0,1,-49,0.93,0.3,9,1,200,0
2026-01-01T18:28:11.937149,2,0,3,-45,0.79,0.4,7,0,100,1
2026-01-01T18:28:13.755985,1,0,3,-49,0.93,0.3,9,1,0,0
2026-01-01T18:28:14.446020,2,0,3,-47,0.79,0.3,7,0,0,1
2026-01-01T18:28:16.767441,1,0,1,-51,0.93,0.4,9,1,500,0
2026-01-01T18:28:16.959120,2,0,3,-47,0.79,0.3,7,0,0,1
2026-01-01T18:28:19.670517,2,0,1,-46,0.79,0.2,7,1,200,0
2026-01-01T18:28:19.780250,1,0,1,-51,0.93,0.4,9,0,500,1
2026-01-01T18:28:22.385061,2,0,1,-46,0.79,0.3,7,1,200,0
2026-01-01T18:28:22.493049,1,0,1,-50,0.93,0.3,9,0,200,1
2026-01-01T18:28:24.997080,2,0,3,-48,0.79,0.4,7,1,100,0
2026-01-01T18:28:25.006570,1,0,3,-49,0.93,0.3,9,0,0,1
2026-01-01T18:28:27.717766,1,0,1,-50,0.93,0.2,9,1,200,0
2026-01-01T18:28:28.010187,2,0,1,-46,0.79,0.5,7,0,500,1
2026-01-01T18:28:30.330310,1,0,2,-50,0.93,0.2,9,1,100,0
2026-01-01T18:28:31.523099,2,0,1,-45,0.79,0.6,7,1,1000,0
2026-01-01T18:28:32.841143,1,0,3,-50,0.93,0.2,9,1,0,0
2026-01-01T18:28:35.037246,2,0,2,-46,0.79,0.7,7,1,1000,0
2026-01-01T18:28:35.553000,1,0,1,-49,0.93,0.1,9,0,200,1
2026-01-01T18:28:37.749290,2,0,3,-47,0.79,0.8,7,1,200,0
2026-01-01T18:28:38.264448,1,0,1,-49,0.93,0.2,9,0,200,1
2026-01-01T18:28:40.976694,1,0,2,-50,0.93,0.3,9,1,200,0
2026-01-01T18:28:41.264811,2,0,2,-47,0.79,0.7,7,0,1000,1
2026-01-01T18:28:43.688796,1,0,1,-50,0.93,0.3,9,1,200,0
2026-01-01T18:28:44.776674,2,0,1,-46,0.79,0.7,7,0,1000,1
2026-01-01T18:28:46.397213,1,0,2,-50,0.93,0.3,9,1,200,0
2026-01-01T18:28:47.789592,2,0,2,-45,0.79,0.6,7,1,500,0
2026-01-01T18:28:49.109636,1,0,1,-50,0.93,0.3,9,1,200,0
2026-01-01T18:28:51.303730,2,0,1,-50,0.79,0.7,7,1,1000,0
2026-01-01T18:28:51.820139,1,0,2,-53,0.93,0.3,9,0,200,1
2026-01-01T18:28:54.316791,2,0,2,-49,0.79,0.6,7,1,500,0
2026-01-01T18:28:54.529661,1,0,1,-53,0.93,0.3,9,0,200,1
2026-01-01T18:28:57.240447,1,0,2,-55,0.93,0.3,9,1,200,0
2026-01-01T18:28:57.330106,2,0,1,-52,0.79,0.5,7,0,500,1
2026-01-01T18:28:59.944547,2,0,3,-51,0.79,0.4,7,1,100,0
2026-01-01T18:29:00.256174,1,0,1,-64,0.93,0.4,9,0,500,1
2026-01-01T18:29:02.655368,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:29:02.867956,1,0,3,-52,0.93,0.5,9,0,100,1
2026-01-01T18:29:05.366594,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:29:05.580943,1,0,2,-51,0.93,0.4,9,0,200,1
2026-01-01T18:29:07.877729,2,0,3,-46,0.79,0.3,7,1,0,0
2026-01-01T18:29:08.095337,1,0,3,-51,0.93,0.3,9,0,0,1
2026-01-01T18:29:10.589900,2,0,2,-47,0.79,0.3,7,1,200,0
2026-01-01T18:29:10.606615,1,0,3,-50,0.93,0.3,9,0,0,1
2026-01-01T18:29:13.301879,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:29:13.320622,1,0,2,-50,0.93,0.4,9,0,200,1
2026-01-01T18:29:15.813243,2,0,3,-47,0.79,0.3,7,1,0,0
2026-01-01T18:29:16.033774,1,0,2,-51,0.93,0.4,9,0,200,1
2026-01-01T18:29:18.529467,2,0,1,-46,0.79,0.3,7,1,200,0
2026-01-01T18:29:19.048636,1,0,1,-51,0.93,0.5,9,0,500,1
2026-01-01T18:29:21.040115,2,0,3,-46,0.79,0.3,7,1,0,0
2026-01-01T18:29:21.760446,1,0,3,-52,0.93,0.6,9,0,200,1
2026-01-01T18:29:23.752072,2,0,1,-46,0.79,0.3,7,1,200,0
2026-01-01T18:29:25.278092,1,0,2,-51,0.93,0.7,9,1,1000,0
2026-01-01T18:29:26.463379,2,0,2,-46,0.79,0.3,7,1,200,0
2026-01-01T18:29:27.985064,1,0,3,-51,0.93,0.7,9,1,200,0
2026-01-01T18:29:29.176341,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:29:30.698695,1,0,3,-51,0.93,0.7,9,1,200,0
2026-01-01T18:29:31.888222,2,0,1,-47,0.79,0.2,7,1,200,0
2026-01-01T18:29:33.411367,1,0,3,-50,0.93,0.8,9,1,200,0
2026-01-01T18:29:34.400322,2,0,3,-46,0.79,0.1,7,0,0,1
2026-01-01T18:29:36.122083,1,0,3,-51,0.93,0.8,9,1,200,0
2026-01-01T18:29:37.112694,2,0,1,-47,0.79,0.1,7,0,200,1
2026-01-01T18:29:39.629606,2,0,3,-46,0.79,0.1,7,1,0,0
2026-01-01T18:29:39.635678,1,0,2,-52,0.93,0.8,9,0,1000,1
2026-01-01T18:29:42.337630,2,0,1,-46,0.79,0.1,7,1,200,0
2026-01-01T18:29:43.148608,1,0,2,-52,0.93,0.8,9,0,1000,1
2026-01-01T18:29:44.852043,2,0,3,-47,0.79,0.0,7,1,0,0
2026-01-01T18:29:47.463252,2,0,2,-46,0.79,0.0,7,1,100,0
2026-01-01T18:29:47.662165,1,0,1,-51,0.93,0.9,9,0,2000,1
2026-01-01T18:29:50.176869,2,0,1,-47,0.79,0.0,7,1,200,0
2026-01-01T18:29:52.173574,1,0,1,-51,0.93,0.8,9,1,2000,0
2026-01-01T18:29:52.685604,2,0,3,-47,0.79,0.1,7,0,0,1
2026-01-01T18:29:54.887820,1,0,3,-51,0.93,0.7,9,1,200,0
2026-01-01T18:29:55.399332,2,0,1,-46,0.79,0.2,7,0,200,1
2026-01-01T18:29:57.912590,2,0,3,-47,0.79,0.2,7,1,0,0
2026-01-01T18:29:58.402639,1,0,1,-51,0.93,0.6,9,0,1000,1
2026-01-01T18:30:00.625137,2,0,1,-46,0.79,0.2,7,1,200,0
2026-01-01T18:30:01.408072,1,0,2,-51,0.93,0.5,9,0,500,1
2026-01-01T18:30:03.139977,2,0,3,-47,0.79,0.2,7,1,0,0
2026-01-01T18:30:04.021260,1,0,3,-50,0.93,0.4,9,0,100,1
2026-01-01T18:30:05.649671,2,0,3,-47,0.79,0.2,7,1,0,0
2026-01-01T18:30:06.634281,1,0,3,-51,0.93,0.4,9,0,100,1
2026-01-01T18:30:08.262993,2,0,2,-47,0.79,0.2,7,1,100,0
2026-01-01T18:30:09.248187,1,0,3,-51,0.93,0.5,9,0,100,1
2026-01-01T18:30:10.975319,2,0,2,-47,0.79,0.3,7,1,200,0
2026-01-01T18:30:12.264352,1,0,1,-52,0.93,0.5,9,1,500,0
2026-01-01T18:30:13.589219,2,0,3,-47,0.79,0.4,7,1,100,0
2026-01-01T18:30:15.277106,1,0,1,-52,0.93,0.4,9,1,500,0
2026-01-01T18:30:16.301923,2,0,2,-47,0.79,0.4,7,0,200,1
2026-01-01T18:30:17.790681,1,0,3,-51,0.93,0.3,9,1,0,0
2026-01-01T18:30:19.015368,2,0,1,-47,0.79,0.3,7,1,200,0
2026-01-01T18:30:20.503234,1,0,2,-52,0.93,0.4,9,1,200,0
2026-01-01T18:30:21.527679,2,0,3,-46,0.79,0.2,7,0,0,1
2026-01-01T18:30:23.517217,1,0,2,-51,0.93,0.5,9,1,500,0
2026-01-01T18:30:24.240758,2,0,1,-47,0.79,0.2,7,0,200,1
2026-01-01T18:30:26.231511,1,0,3,-53,0.93,0.6,9,1,200,0
2026-01-01T18:30:26.859008,2,0,2,-46,0.79,0.2,7,0,100,1
2026-01-01T18:30:28.942552,1,0,3,-51,0.93,0.7,9,1,200,0
2026-01-01T18:30:29.565146,2,0,1,-46,0.79,0.2,7,0,200,1
2026-01-01T18:30:31.656603,1,0,3,-51,0.93,0.7,9,1,200,0
2026-01-01T18:30:32.278588,2,0,1,-46,0.79,0.2,7,0,200,1
2026-01-01T18:30:34.370501,1,0,3,-51,0.93,0.6,9,1,200,0
2026-01-01T18:30:34.993918,2,0,1,-46,0.79,0.3,7,0,200,1
2026-01-01T18:30:37.379473,1,0,1,-51,0.93,0.5,9,1,500,0
2026-01-01T18:30:37.706691,2,0,1,-46,0.79,0.2,7,0,200,1
2026-01-01T18:30:40.393740,1,0,1,-52,0.93,0.4,9,1,500,0
2026-01-01T18:30:40.416022,2,0,1,-49,0.79,0.2,7,0,200,1
2026-01-01T18:30:42.925627,2,0,3,-49,0.79,0.3,7,1,0,0
2026-01-01T18:30:43.105056,1,0,2,-52,0.93,0.4,9,0,200,1
2026-01-01T18:30:45.817720,1,0,2,-50,0.93,0.4,9,1,200,0
